idx,Title of the Solution,Type of the Solution,Affected Sector,Description of the solution,Socio-economic effects,Type of Measure--1. active measures (direct measures for reduction of air pollution),Type of Measure--2. policy/regulation measure,Type of Measure--3. mitigation measures,Type of Measure--4. awareness raising and knowladge sharing,Type of sub-measure--1. active measures (direct measures for reduction of air pollution),Type of sub-measure--2. policy/regulation measure,Type of sub-measure--3. mitigation measures,Type of sub-measure--4. awareness raising and knowladge sharing,Type of sub-measure--5. (none),Who led the solution--civil society organization,Who led the solution--environmental ngos,Who led the solution--households/individuals,Who led the solution--international development agencies,Who led the solution--international organization,Who led the solution--local government,Who led the solution--national government,Who led the solution--other,Who led the solution--other public institution,Who led the solution--private sector,Who led the solution--professional organization,Who led the solution--schools,Who led the solution--students,Who led the solution--teachers,Who led the solution--academia,Timescale of implementation--long-term (5 and above),Timescale of implementation--medium-term (2-4 years),Timescale of implementation--ongoing (data collection and advocacy are continuous processes),Timescale of implementation--short-term (up to 1 year),Timescale of implementation--varies,Other Notes,Location--1,Location--2,Location--3,Location--4,Location--5,Location--6,Location--7,Location--8,Location--9,Location--10,Location--11,Location--12,Location--13,Tags for the solution--1,Tags for the solution--2,Tags for the solution--3,Tags for the solution--4,Tags for the solution--5,SDG(s)--1,SDG(s)--2,SDG(s)--3,SDG(s)--4,location-1-lat,location-1-lng,location-2-lat,location-2-lng,location-3-lat,location-3-lng,location-4-lat,location-4-lng,location-5-lat,location-5-lng,location-6-lat,location-6-lng,location-7-lat,location-7-lng,location-8-lat,location-8-lng,location-9-lat,location-9-lng,location-10-lat,location-10-lng,location-11-lat,location-11-lng,location-12-lat,location-12-lng,location-13-lat,location-13-lng,auto_thematic-tag-1,auto_thematic-tag-2,auto_thematic-tag-3,auto_thematic-tag-4,auto_thematic-tag-5,auto_thematic-tag-6,auto_thematic-tag-7,auto_thematic-tag-8,auto_thematic-tag-9,auto_thematic-tag-10,auto_thematic-tag-11,auto_thematic-tag-12,auto_thematic-tag-13,auto_thematic-tag-14,auto_thematic-tag-15,auto_thematic-tag-16,auto_thematic-tag-17,auto_thematic-tag-18,auto_thematic-tag-19,auto_thematic-tag-20,auto_thematic-tag-21,auto_thematic-tag-22,auto_thematic-tag-23,auto_thematic-tag-24,auto_thematic-tag-25,auto_thematic-tag-26,auto_thematic-tag-27,auto_thematic-tag-28,auto_thematic-tag-29,auto_thematic-tag-30,auto_thematic-tag-31,auto_thematic-tag-32,auto_thematic-tag-33,auto_thematic-tag-34,auto_thematic-tag-35,auto_thematic-tag-36,auto_thematic-tag-37,thematic_areas-tag-1,thematic_areas-tag-2,thematic_areas-tag-3,thematic_areas-tag-4,thematic_areas-tag-5,sdgs-tag-1,sdgs-tag-2,sdgs-tag-3,sdgs-tag-4
121,Indoor Air Quality Management Program for Schools,Program/Initiative,"Education, Public Health","This program provides a comprehensive framework for schools to identify, prevent, and address indoor air quality (IAQ) issues. It equips stakeholders with resources, guidance, and tools to create healthy learning environments.","Improved student and staff health, reduced absenteeism, potential for increased learning outcomes",FALSE,FALSE,FALSE,Awareness raising and knowladge sharing,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"US EPA is leading the solution. The program offers customizable resources and encourages collaboration between schools, facility managers, and health professionals. Specific implementation details may vary depending on the school district.
https://www.epa.gov/iaq-schools/indoor-air-quality-tools-schools-action-kit
https://www.epa.gov/iaq-schools/reference-guide-indoor-air-quality-schools
https://www.epa.gov/iaq-schools/videos-about-indoor-air-quality-schools
https://www.epa.gov/iaq-schools/take-action-improve-indoor-air-quality-schools
https://www.epa.gov/iaq-schools/grant-funding-address-indoor-air-pollution-schools","39.7837304, -100.445882",,,,,,,,,,,,,Public Health,Healthy Buildings,,,,Good health and well-being,Sustainable cities and communities,,,39.7837304,-100.445882,,,,,,,,,,,,,,,,,,,,,,,,,educators,publication,educational,language,isolated,big,formalization,restrictions,instructors,share_link,health,project,collaborative,administration,improving,managers,translation,керівник,participate,accessible,public,efficient,medicine,politicians,business,huge,,,,,,,,,,,,Healthy Buildings,public health,,,,,,,
122,Indoor Air Quality Improvement Program,Program/Initiative,"Public Health, Construction","A comprehensive program that combines various strategies to improve indoor air quality in homes, schools, workplaces, and other buildings.","Improved respiratory health, reduced occupant health risks, potential energy savings",FALSE,FALSE,FALSE,Awareness raising and knowladge sharing,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Government Agencies, Non-Profit Organizations lead the solution. Specific program elements and implementation details may vary depending on the leading organization and location.
https://ww2.arb.ca.gov/our-work/topics/indoor-air-quality-exposure","36.7014631, -118.755997",,,,,,,,,,,,,Public Health,Building Efficiency,,,,Good health and well-being,Sustainable cities and communities,,,36.7014631,-118.755997,,,,,,,,,,,,,,,,,,,,,,,,,ambient,bicicleta,politicians,publication,language,isolated,easier,mental,formalization,desired,empower,cooled,share_link,project,collaborative,civil,country,administration,attention,ventilation,improving,analyzed,raise,translation,political,photo,керівник,participate,والاجتماعية,improvement,psychological,,,,,,,Building Efficiency,public health,,,,,,,
123,Protected Bike Lane Network Expansion,Infrastructure Development,"Transportation, Public Health","This solution focuses on expanding a network of protected bike lanes, physically separated from traffic, to encourage cycling as a safe and viable transportation option.","Reduced traffic congestion, improved air quality, increased physical activity, potential economic benefit",FALSE,FALSE,Mitigation measure,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Requires planning, funding, construction, and maintenance of protected bike lanes. The specific design and implementation details may vary depending on the city.
https://www.itdp.org/wp-content/uploads/2023/05/From-Transmilenio-to-Cycle-Networks-Lessons-Learned-from-Bogotas-Comprehensive-Urban-Mobility-Planning-MAY4.pdf
https://www.nyc.gov/html/unccp/gprb/downloads/pdf/Bogota_CycleRoute.pdf
https://transformative-mobility.org/cycling-infrastructure-in-cities-bogotas-ambitious-bicycle-network-expansion/","4.6533816, -74.0836333",,,,,,,,,,,,,Sustainable Transportation,Infrastructure Development,,,,Good health and well-being,Sustainable cities and communities,Climate action,,4.6533816,-74.0836333,,,,,,,,,,,,,,,,,,,,,,,,,ride,language,big,demographics,harm,formalization,excels,observations,administration,municipales,improve,measuring,improving,analyse,roads,bike,neighborhood,translation,political,керівник,participate,efficient,politicians,neighbourhood,threats,huge,,,,,,,,,,,,Infrastructure Development,Sustainable Transportation,,,,Good health and well-being,Climate action,Sustainable cities and communities,
124,One Million Trees Movement (Urban Tree Planting Program),Program/Initiative,"Environment, Public Health","A nationwide effort in Singapore to plant one million more trees across the country over 10 years, increasing the total number of trees to over 8 million. The program focuses on planting trees in streetscapes, parks, gardens, nature reserves, and industrial estates.","Improved air quality, reduced urban heat island effect, increased biodiversity, potential economic benefits from eco-tourism",FALSE,FALSE,Mitigation measure,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"A key part of Singapore's Green Plan 2030.
https://www.nparks.gov.sg/treessg/one-million-trees-movement/about-the-movement
https://www.sg101.gov.sg/resources/connexionsg/onemilliontreesmovement/
https://www.nea.gov.sg/docs/default-source/default-document-library/annex-e---factsheet-on-one-million-trees-movement.pdf","1.357107, 103.8194992",,,,,,,,,,,,,Urban Greening,Community Engagement,,,,Sustainable cities and communities,Climate action,Life on land,,1.357107,103.8194992,,,,,,,,,,,,,,,,,,,,,,,,,medicine,plan,huge,craft,participate,accessible,public,efficient,threats,planted,language,isolated,big,demographics,forest,harm,formalization,restrictions,designing,innovationchallenge,cultivation,recovering,repurposed,excels,project,ecological,observations,improve,measuring,improving,analyse,translation,керівник,,,,,Urban Greening,community engagement,,,,Life on land,Climate action,Sustainable cities and communities,
125,Regulations on Solid Fuels,Policy/Regulation,"Energy, Public Health",Regulations may set standards for cleaner burning solid fuels or restrict the burning of solid fuels in specific areas.,"Improved air quality, potential for increased costs of cleaner fuels, impact on solid fuel producers/retailers",FALSE,Policy/regulation measure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Requires clear regulations, enforcement mechanisms, and public awareness campaigns. Specific regulations may vary by country.
https://www.gov.ie/en/press-release/26f90-government-agrees-new-regulations-on-solid-fuels/","52.865196, -7.9794599",,,,,,,,,,,,,Air Quality,Public Health Policy,,,,Good health and well-being,Sustainable cities and communities,Climate action,,52.865196,-7.9794599,,,,,,,,,,,,,,,,,,,,,,,,,politicians,language,big,demographics,formalization,required,restrictions,retailers,gasoline,cooled,excels,financières,chemicals,civil,country,administration,improving,analyse,vendors,translation,clean,political,regulations,керівник,participate,والاجتماعية,purchase,efficient,business,huge,,,,,,,,Public Health Policy,Air Quality,,,,Climate action,Sustainable cities and communities,Good health and well-being,
126,Phase-out of Traditional Coal,Policy/Regulation,Energy,A gradual ban on the sale and use of traditional coal for domestic heating or industrial purposes.,"Improved air quality, potential economic impact on coal industry, transition challenges for users",FALSE,FALSE,Mitigation measure,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Requires clear phase-out plan, support for transitioning to cleaner alternatives, and public awareness campaigns. The pace of phase-out may vary by country.","52.865196, -7.9794599",,,,,,,,,,,,,Air Quality,Public Health Policy,,,,Good health and well-being,Sustainable cities and communities,Climate action,,52.865196,-7.9794599,,,,,,,,,,,,,,,,,,,,,,,,,business,heat,money,purchase,medicine,threats,strategy,harm,required,restrictions,retailers,cooled,recovering,repurposed,accelerate,financières,bonfires,improve,financial,vendors,coal,bee,switching,slabs,,,,,,,,,,,,,,Air Quality,Public Health Policy,,,,Sustainable cities and communities,Climate action,Good health and well-being,
127,Community Air Monitoring Network,Citizen Science &amp; Data Collection,"Environment, Public Health","A network of low-cost air quality sensors deployed by community members to collect and share real-time air quality data. Programs may involve citizen science training, data analysis tools, and collaboration with environmental agencies.","Increased public awareness of air quality issues, potential for data-driven advocacy, citizen empowerment",FALSE,FALSE,FALSE,Awareness raising and knowladge sharing,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Community Organizations/Public-Private Partnerships lead the solution. Requires citizen science training, sensor deployment, data management tools, and potential collaboration with environmental agencies.
https://www2.purpleair.com/blogs/blog-home/community-scientists
https://www.des.nh.gov/home-and-recreation/air-quality/citizen-air-monitoring-program
https://www.dsawsp.org/resources/citizen-science-monitoring","43.6211955, -84.6824346","43.4849133, -71.6553992",,,,,,,,,,,,Community Engagement,Air Quality Monitoring,,,,Good health and well-being,Sustainable cities and communities,Climate action,,43.6211955,-84.6824346,43.4849133,-71.6553992,,,,,,,,,,,,,,,,,,,,,,,business,publication,desktop,easier,mental,instructors,innovationchallenge,desired,collaboration,share_link,equipment,project,hypothesis,collaborative,eco,ecological,administration,attention,downloaded,improving,analyse,managers,opportunity,analyzed,tracking,participate,psychological,bicicleta,politicians,tutorials,biowaste,craft,launched,,,,,Air Quality Monitoring,community engagement,,,,Sustainable cities and communities,Good health and well-being,Climate action,
128,School Bike-Sharing Program,Infrastructure &amp; Program Development,"Transport, Education, Public Health","Schools partner with organizations to implement bike-sharing programs that provide students with access to bicycles for commuting, recreation, or educational purposes. Programs may involve secure bike storage, helmet use promotion, and basic bike maintenance education.","Increased physical activity, reduced traffic congestion, potential program costs",FALSE,FALSE,Mitigation measure,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Schools/Public-Private Partnerships lead the solution. Requires secure bike storage facilities, partnerships with bike-sharing organizations, and potential safety training for students.","39.7837304, -100.445882",,,,,,,,,,,,,Sustainable Transport,Physical Activity,,,,Good health and well-being,Sustainable cities and communities,Climate action,,39.7837304,-100.445882,,,,,,,,,,,,,,,,,,,,,,,,,bike,mask,participate,medicine,threats,educators,shaving,improve,share_link,project,ride,collaborative,training,publication,educational,harm,instructors,recovering,repurposed,collaboration,,,,,,,,,,,,,,,,,,Sustainable Transport,Physical Activity,,,,Climate action,Good health and well-being,Sustainable cities and communities,
129,Green Roof Incentive Program and Bylaw,Policy Intervention &amp; Financial Incentives,Construction,"The City of Toronto implemented a combined approach to promote green roofs. The Green Roof Bylaw mandates green roofs on new developments exceeding a certain size, while the Eco-Roof Incentive Program provides financial incentives to property owners for installing green roofs on existing buildings.","Increased green space, improved stormwater management, reduced energy use, potential for program costs",FALSE,FALSE,Mitigation measure,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Requires ongoing program administration, funding allocation, and public awareness campaigns.
https://www.biophiliccities.org/torontos-green-roof-bylawshttps://www.c40.org/case-studies/city-of-toronto-s-eco-roof-incentive-program-and-green-roof-bylaw/
https://armroofgreen.com/download/Toronto_Bylaw_Ecoroof.pdf","43.6534817, -79.3839347",,,,,,,,,,,,,Sustainable Construction,Urban Green Infrastructure,,,,Sustainable cities and communities,Climate action,,,43.6534817,-79.3839347,,,,,,,,,,,,,,,,,,,,,,,,,political,formalization,restrictions,excels,financières,eco,ecological,observations,administration,municipales,improve,measuring,financial,analyse,neighborhood,translation,overcrowding,керівник,participate,accessible,money,purchase,public,politicians,neighbourhood,threats,business,biowaste,populated,language,isolated,demographics,harm,,,,,Urban Green Infrastructure,Sustainable Construction,,,,,,,
130,Commute Trip Reduction Program,"Policy Intervention &amp; Awareness Raising, Financial Incentives",Transport,"Programs that encourage employees to choose alternatives to single-occupancy vehicles for commuting, such as carpooling, vanpooling, biking, walking, or using public transportation. Programs may include awareness campaigns, employer incentives (parking cash-out, transit subsidies), and financial benefits through tax breaks.","Reduced traffic congestion, improved air quality, public health benefits, potential for tax savings",FALSE,FALSE,Mitigation measure,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Local Government/Private Sector lead the solution. Behaviour change. Requires employer participation, program design, potential incentives for employees, and navigating tax regulations.
https://www.irs.gov/irm/part1/irm_01-032-015 
https://www.nyc.gov/site/dca/about/commuter-benefits-FAQs.page","47.6038321, -122.330062","40.7127281, -74.0060152",,,,,,,,,,,,Sustainable Transport,Air Quality,incentives,,,Good health and well-being,Sustainable cities and communities,Climate action,,47.6038321,-122.330062,40.7127281,-74.0060152,,,,,,,,,,,,,,,,,,,,,,,worker,logging,threats,business,benefit,réservoir,demographics,harm,required,restrictions,instructors,desired,excels,problemes,project,ride,motivation,taxes,weave,solución,observations,administration,improve,measuring,improving,analyse,complicated,problems,political,regulations,participate,pay,money,politicians,,,,incentives,Sustainable Transport,Air Quality,,,,,,
